Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Pixon Energy,--,513, Rajkot ,Electrical Equipment,Electrical Equipment | Rajkot +10 other locations,146,4.0
ARKA Fincap,1,596, Mumbai ,NBFC,NBFC | Mumbai +35 other locations,146,3.9
B.L Agro Oils,--,426, Bareilly ,Food Processing,Food Processing | Bareilly +31 other locations,145,3.9
GKN Sinter Metals,--,585, Pune ,Auto Components,Auto Components | Pune +9 other locations,145,4.1
W3Softech India,6,782, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +2 other locations,145,3.9
Jash Engineering,--,698, Indore ,Engineering & Construction,Engineering & Construction | Indore +4 other locations,145,4.7
Bdh Industries,15,321, Mumbai ,Pharma,Pharma | Mumbai +6 other locations,145,3.3
Fedora Solutions,--,611, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +2 other locations,145,3.6
NIS Management Private,--,444, Kolkata ,Law Enforcement & Security,Law Enforcement & Security | Kolkata +19 other locations,145,3.1
Amps Electrical Facility Services,5,524, Bengaluru ,Facility Management Services,Facility Management Services | Bengaluru +16 other locations,145,4.1
Agriculture Insurance Company of India,--,492, New Delhi ,Insurance,Insurance | New Delhi +52 other locations,145,3.8
PICL,--,516, Faridabad ,Semiconductors,Semiconductors | Faridabad +11 other locations,145,3.7
Jodo,13,528, Bengaluru ,FinTech,FinTech | Bengaluru +20 other locations,145,3.8
Drytech Processes (I),2,698, Pandhurna ,Food Processing,Food Processing | Pandhurna +8 other locations,145,3.2
AECC Global,--,603, Chennai ,Financial Services,Financial Services | Chennai +20 other locations,153,3.4
Aero Club-Woodland Store,1,370, New Delhi ,Fashion & Textile,Fashion & Textile | New Delhi +55 other locations,145,3.6
Ojas Innovative Technologies,9,1.3k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,145,4.1
Continuum Managed Services,32,648, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +8 other locations,145,4.3
PharmaZell,--,649, Visakhapatnam ,Pharma,Pharma | Visakhapatnam +5 other locations,145,4.2
Omninos Solutions,--,273, Sahibzada Ajit Singh Nagar ,Software Product,Software Product | Sahibzada Ajit Singh Nagar +9 other locations,145,3.4
Bijak,--,648, Gurugram ,Internet,Internet | Gurugram +14 other locations,145,4.0
John Energy,1,558, Ahmedabad ,Oil & Gas,Oil & Gas | Ahmedabad +14 other locations,145,4.7
Brand Factory,--,459, Mumbai ,Retail,Retail | Mumbai +39 other locations,145,3.5
Bombay Hospital,1,451, Mumbai ,Healthcare,Healthcare | Mumbai +5 other locations,145,3.8
Light & Wonder,13,2.9k, Bengaluru ,Software Product,Software Product | Bengaluru +9 other locations,145,4.2
Sidwal Refrigeration Industries,--,611, Faridabad ,Electrical Equipment,Electrical Equipment | Faridabad +19 other locations,145,3.4
Khatib & Alami,12,704, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +15 other locations,146,3.9
Reliance Foundation India,--,637, Mumbai ,Education & Training,Education & Training | Mumbai +40 other locations,145,3.6
CL Educate,10,658, New Delhi ,Education & Training,Education & Training | New Delhi +23 other locations,145,4.0
Crane Consulting and Outsourcing,--,916,N/A,Bengaluru +5 other locations,Bengaluru +5 other locations,145,2.6
LimeRoad,1,926, Gurugram ,Internet,Internet | Gurugram +8 other locations,145,3.4
PubMatic,23,1.3k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +3 other locations,145,3.3
GTT Communications,7,977, Pune ,Hardware & Networking,Hardware & Networking | Pune +6 other locations,145,4.3
Digital Aptech,21,391, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +2 other locations,145,3.2
IMMCO,--,847,N/A,Kochi +9 other locations,Kochi +9 other locations,145,3.3
Pacific Global Solutions,14,708,N/A,Ahmedabad +5 other locations,Ahmedabad +5 other locations,145,4.0
Louis Dreyfus Company,--,405, Gurugram ,Agriculture,Agriculture | Gurugram +17 other locations,145,4.4
Shipping Corporation of India,--,589, Mumbai ,Logistics,Logistics | Mumbai +11 other locations,145,4.0
GMP Technical Solutions,--,650, Mumbai ,Industrial Machinery,Industrial Machinery | Mumbai +21 other locations,145,3.4
Market Research Future Reports,--,405, Pune ,Analytics & KPO,Analytics & KPO | Pune +2 other locations,145,3.4
J&F,1,445, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +5 other locations,145,3.8
Amazon Pay,--,572,N/A,Bengaluru +30 other locations,Bengaluru +30 other locations,144,4.4
Krishak Bharati Cooperative,--,327, Surat ,Agro Chemicals,Agro Chemicals | Surat +23 other locations,145,4.1
IIT Kharagpur,--,535, Kharagpur ,Education & Training,Education & Training | Kharagpur +11 other locations,145,3.6
Sidel,57,754, Pune ,Industrial Machinery,Industrial Machinery | Pune +7 other locations,145,3.8
CommVault,--,1.3k, Bengaluru ,Software Product,Software Product | Bengaluru +7 other locations,145,3.7
Bausch & Lomb,--,580, Gurugram ,Medical Equipment,Medical Equipment | Gurugram +20 other locations,145,2.8
Etraveli Group,19,721, Pune ,Internet,Internet | Pune +7 other locations,145,4.8
Xcelore,12,106, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +3 other locations,145,4.7
T&N Business Services,115,60, Aligarh ,Recruitment,Recruitment | Aligarh +8 other locations,145,4.7
Capital Finserve,2,57, Salem ,NBFC,NBFC | Salem +8 other locations,145,3.7
KLM Laboratories,--,627, Vadodara ,Pharma,Pharma | Vadodara +31 other locations,153,4.1
IIT Kharagpur,--,535, Kharagpur ,Education & Training,Education & Training | Kharagpur +11 other locations,145,3.8
Sun King,3,518, Mumbai ,Electronics Manufacturing,Electronics Manufacturing | Mumbai +31 other locations,145,3.8
Bennett University,5,720, Greater Noida ,Education & Training,Education & Training | Greater Noida +7 other locations,145,3.6
Kitex Garments,1,712, Kochi ,Fashion & Textile,Fashion & Textile | Kochi +16 other locations,145,3.8
Teliolabs,20,343, Hyderabad ,Emerging Technologies,Emerging Technologies | Hyderabad +4 other locations,145,4.3
PGIMER,--,496, Chandigarh ,Education & Training,Education & Training | Chandigarh +9 other locations,144,4.3
Unify Facility Management,--,402, Mumbai ,Facility Management Services,Facility Management Services | Mumbai +14 other locations,144,3.3
Factspan,16,735, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +3 other locations,144,4.1
Ford Motor Credit Company,--,728, Chennai ,Financial Services,Financial Services | Chennai +15 other locations,144,3.3
SKS Ispat & Power,--,530, Raipur ,Industrial Machinery,Industrial Machinery | Raipur +7 other locations,144,4.2
Delux Bearings,--,623, Surendranagar ,Auto Components,Auto Components | Surendranagar +17 other locations,144,4.0
Cresce Technology Private Limited,9,194, Gurugram ,Software Product,Software Product | Gurugram +2 other locations,144,3.1
Frontier Business Systems,12,867, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +16 other locations,144,3.1
Infinite HR Solutions,--,1.3k,N/A,Bengaluru +15 other locations,Bengaluru +15 other locations,144,3.9
Chemveda Life Sciences,10,539, Hyderabad ,Clinical Research,Clinical Research | Hyderabad +5 other locations,144,4.0
Privat Hospital,--,1.7k, Chennai ,Healthcare,Healthcare | Chennai +61 other locations,144,3.2
Lester Infoservices,23,534, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +3 other locations,144,4.2
Gujarat Energy Transmission Corporation,--,340, Vadodara ,Government,Government | Vadodara +39 other locations,144,3.9
Victoria's Secret,--,1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +9 other locations,144,3.3
Factspan,16,735, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +3 other locations,144,3.6
YFC PROJECTS,--,559, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +16 other locations,144,4.3
Shiksha Financial Services India,2,510, Chennai ,NBFC,NBFC | Chennai +29 other locations,144,4.1
Takahata Precision,--,540, Neemrana ,Auto Components,Auto Components | Neemrana +5 other locations,144,3.8
CBNITS,19,582, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +2 other locations,144,3.1
Infinite HR Solutions,--,1.3k,N/A,Bengaluru +15 other locations,Bengaluru +15 other locations,144,4.0
Lupin Diagnostics,--,470,N/A,Mumbai +33 other locations,Mumbai +33 other locations,144,3.9
Victoria's Secret,--,1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +9 other locations,144,3.6
4i apps solutions,15,983, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +2 other locations,144,3.7
Borosil Renewables,--,594, Bharuch ,Power,Power | Bharuch +12 other locations,144,3.5
Mistral Solutions,18,1.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +6 other locations,145,3.9
Chemveda Life Sciences,10,539, Hyderabad ,Clinical Research,Clinical Research | Hyderabad +5 other locations,144,4.2
Gujarat Energy Transmission Corporation,--,340, Vadodara ,Government,Government | Vadodara +39 other locations,144,3.2
Lester Infoservices,23,534, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +3 other locations,144,3.5
Group Surya Peb,--,583, Pune ,Engineering & Construction,Engineering & Construction | Pune +15 other locations,144,4.0
Privat Hospital,--,1.7k, Chennai ,Healthcare,Healthcare | Chennai +61 other locations,144,3.5
Brickwork India,9,854, Bengaluru ,Financial Services,Financial Services | Bengaluru +3 other locations,144,3.6
Qualtech Consultants,21,613, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +5 other locations,144,4.2
Zeco Aircon,--,702, New Delhi ,Industrial Machinery,Industrial Machinery | New Delhi +10 other locations,144,4.5
JL Morison India,3,361, Mumbai ,FMCG,FMCG | Mumbai +45 other locations,144,3.7
Alniche Life Sciences,--,373, New Delhi ,Pharma,Pharma | New Delhi +27 other locations,144,4.6
Trident Automobiles,--,530, Bengaluru ,Auto Components,Auto Components | Bengaluru +7 other locations,144,3.3
SKS Ispat & Power,--,530, Raipur ,Industrial Machinery,Industrial Machinery | Raipur +7 other locations,144,4.1
Dangote Cement,--,192, Hyderabad ,Building Material,Building Material | Hyderabad +7 other locations,144,3.7
Indian Institute of Management,--,1k, Ahmedabad ,Education & Training,Education & Training | Ahmedabad +21 other locations,144,4.0
Cresce Technology Private Limited,9,194, Gurugram ,Software Product,Software Product | Gurugram +2 other locations,144,4.2
Delux Bearings,--,623, Surendranagar ,Auto Components,Auto Components | Surendranagar +17 other locations,144,4.1
First Step Babywear,3,690, Hosur ,Fashion & Textile,Fashion & Textile | Hosur +7 other locations,144,3.9
Arch Pharmalabs,--,649, Mumbai ,Pharma,Pharma | Mumbai +14 other locations,144,3.3
Akasa Air,9,926, Mumbai ,Aviation,Aviation | Mumbai +14 other locations,161,3.8
Nirmal Industrial Controls,32,764, Mumbai ,Industrial Automation,Industrial Automation | Mumbai +19 other locations,145,4.4
Captain Tractors,9,492, Rajkot ,Automobile,Automobile | Rajkot +18 other locations,144,3.3
Synamedia,1,1.1k, Bengaluru ,Software Product,Software Product | Bengaluru +7 other locations,144,3.8
Zimetrics Technologies,12,982, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +6 other locations,144,3.1
Frontier Business Systems,12,867, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +16 other locations,144,3.9
Vee Gee Auto Components,--,630, Ahmedabad ,Auto Components,Auto Components | Ahmedabad +7 other locations,144,3.8
Portescap,--,813, Mumbai ,Electronics Manufacturing,Electronics Manufacturing | Mumbai +5 other locations,144,3.0
Puma Energy,5,738, Mumbai ,Power,Power | Mumbai +8 other locations,146,3.9
Sri Balaji Action Medical Institute,--,537, New Delhi ,Healthcare,Healthcare | New Delhi +4 other locations,144,3.8
Rakshit Drugs,5,614, Visakhapatnam ,Pharma,Pharma | Visakhapatnam +5 other locations,144,4.2
Ecozen Solutions,1,550, Pune ,Internet,Internet | Pune +17 other locations,144,3.1
CriticalRiver,38,1.1k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +5 other locations,144,3.8
Haqdarshak Empowerment Solutions,5,374, Pune ,Non-Profit,Non-Profit | Pune +44 other locations,144,3.7
NewAge Software & Solutions,8,1.1k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +8 other locations,144,3.1
Ncr Eduservices,33,488, Noida ,Education & Training,Education & Training | Noida +9 other locations,144,4.1
Karnataka Co-operative Milk Producers Federation,--,414, Bengaluru ,Food Processing,Food Processing | Bengaluru +30 other locations,144,4.0
Calix,32,397, Bengaluru ,Telecom,Telecom | Bengaluru +3 other locations,144,4.4
Drake & Scull International PJSC,--,229, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +15 other locations,143,4.4
Demech Chemical Products,3,356, Pune ,Chemicals,Chemicals | Pune +24 other locations,143,3.8
ITC Group,--,708,N/A,Kolkata +37 other locations,Kolkata +37 other locations,143,3.7
Annapurna Group,--,499, Guwahati ,FMCG,FMCG | Guwahati +19 other locations,143,3.5
Europ Assistance India,4,562, Mumbai ,Insurance,Insurance | Mumbai +10 other locations,143,3.7
IVL Dhunseri Petrochem Industries,--,487, Haldia ,Chemicals,Chemicals | Haldia +8 other locations,143,2.9
Kamdhenu Paints,--,448, Gurugram ,Building Material,Building Material | Gurugram +47 other locations,143,3.7
ARK Infosolutions,12,620, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +13 other locations,144,4.2
Ansys Software Private Limited,2,1.2k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +6 other locations,143,4.1
Indian Institute of Technology Madras,--,1.1k, Chennai ,Education & Training,Education & Training | Chennai +10 other locations,143,3.6
Rapidtech IT Services,2,452, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +30 other locations,143,4.4
Foiwe Info Global Solution,2,706, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +2 other locations,143,3.6
Cronus Pharma Specialities India,2,697, Hyderabad ,Pharma,Pharma | Hyderabad +5 other locations,143,3.2
B New Mobiles,2,566, Hyderabad ,Electronics Manufacturing,Electronics Manufacturing | Hyderabad +32 other locations,143,3.5
Ametek Instruments India,36,1.1k, Bengaluru ,Industrial Automation,Industrial Automation | Bengaluru +14 other locations,143,3.5
Galderma,34,483, Mumbai ,Healthcare,Healthcare | Mumbai +33 other locations,143,4.2
Karnataka Power Transmission Corporation,--,466, Bengaluru ,Power,Power | Bengaluru +36 other locations,143,4.3
Sri Ramachandra University,5,506, Chennai ,Education & Training,Education & Training | Chennai +6 other locations,143,3.3
Rhysley Private Limited,12,346, Faridabad ,Fashion & Textile,Fashion & Textile | Faridabad +6 other locations,144,2.7
India Pistons,--,719, Chennai ,Auto Components,Auto Components | Chennai +6 other locations,143,3.9
98thPercentile,--,320, Hyderabad ,EdTech,EdTech | Hyderabad +5 other locations,143,4.1
JQR SPORTS,--,252,N/A,New Delhi +13 other locations,New Delhi +13 other locations,143,4.0
Newtronic Lifecare Equipment,12,526, Mumbai ,Pharma,Pharma | Mumbai +16 other locations,143,3.1
Ceipal,--,957, Hyderabad ,Software Product,Software Product | Hyderabad +6 other locations,143,3.7
KEM Hospital,27,527, Pune ,Healthcare,Healthcare | Pune +5 other locations,143,4.1
Bambino Pasta Food Industries,--,618, Hyderabad ,Food Processing,Food Processing | Hyderabad +37 other locations,143,4.6
Ambrane India,6,392, New Delhi ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | New Delhi +10 other locations,144,3.7
Sage Metals,--,728, New Delhi ,Metals & Mining,Metals & Mining | New Delhi +8 other locations,143,3.1
Allyis India,--,817, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +4 other locations,143,3.1
Lotus Wireless Technologies,--,736, Visakhapatnam ,IT Services & Consulting,IT Services & Consulting | Visakhapatnam +15 other locations,143,3.2
ETP International,19,780, Mumbai ,Power,Power | Mumbai +4 other locations,143,4.2
Baxter Pharmaceuticals,--,223, Ahmedabad ,Pharma,Pharma | Ahmedabad +6 other locations,143,3.9
Jamia Hamdard University,--,423, New Delhi ,Education & Training,Education & Training | New Delhi +3 other locations,143,3.2
Surya Food & Agro,22,337, Noida ,Food Processing,Food Processing | Noida +31 other locations,143,3.4
Nayati Hospital,--,539, Mathura ,Healthcare,Healthcare | Mathura +10 other locations,143,3.5
Ascent Meditech,1,630, Mumbai ,Other,Other | Mumbai +32 other locations,143,3.7
Kutch Copper,--,554,N/A,Mundra +10 other locations,Mundra +10 other locations,157,4.0
ESSPL,--,825, Bhubaneswar ,IT Services & Consulting,IT Services & Consulting | Bhubaneswar +7 other locations,143,3.8
Orange Health Labs,--,511, Bengaluru ,Healthcare,Healthcare | Bengaluru +9 other locations,165,4.2
Sirca Paints India,1,512, New Delhi ,Chemicals,Chemicals | New Delhi +42 other locations,143,3.3
Silver Consumer Electricals,--,498, Rajkot ,Industrial Machinery,Industrial Machinery | Rajkot +33 other locations,143,3.4
Accel Limited,--,787, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +31 other locations,143,3.7
Outbooks Outsourcing,4,534, New Delhi ,Accounting & Auditing,Accounting & Auditing | New Delhi +10 other locations,143,3.3
Enfusion,--,1k, Mumbai ,FinTech,FinTech | Mumbai +6 other locations,143,3.8
Naiknavare Developers,19,549, Pune ,Real Estate,Real Estate | Pune +4 other locations,143,3.4
Rotork Controls,16,706, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +14 other locations,143,3.3
Capline Services,6,696, Noida ,Healthcare,Healthcare | Noida +4 other locations,143,3.9
DLF Brands,--,465, New Delhi ,Retail,Retail | New Delhi +18 other locations,142,3.6
Shreeji Infrastructure,2,406, Bhopal ,Engineering & Construction,Engineering & Construction | Bhopal +21 other locations,142,4.2
ATS ELGI,--,505, Coimbatore ,Industrial Machinery,Industrial Machinery | Coimbatore +19 other locations,142,3.5
Techno Exponent,--,484, Kolkata ,Financial Services,Financial Services | Kolkata +5 other locations,142,4.3
The Oriental Insurance Co.,--,360, New Delhi ,Insurance,Insurance | New Delhi +61 other locations,142,2.7
Priyagold Biscuits,--,370, Noida ,Food Processing,Food Processing | Noida +39 other locations,142,3.7
Nippon Toyota,--,491, Kochi ,Auto Components,Auto Components | Kochi +11 other locations,142,3.7
Primus Super Speciality Hospital,4,484, New Delhi ,Healthcare,Healthcare | New Delhi +7 other locations,142,4.5
Government of Delhi,--,696, New Delhi ,Government,Government | New Delhi +1 other locations,142,3.5
Delta Technology,--,1.1k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +10 other locations,142,4.0
Healthworld Hospitals,8,517, Durgapur ,Healthcare,Healthcare | Durgapur +6 other locations,143,3.8
Ravi Infrabuild Projects,3,549, Udaipur ,Engineering & Construction,Engineering & Construction | Udaipur +24 other locations,142,4.1
Reliance Group,--,612, Mumbai ,Other,Other | Mumbai +38 other locations,143,2.9
OPK e Services,--,531, Gurugram ,BPO,BPO | Gurugram +5 other locations,142,3.9
Overnite Express,--,362, New Delhi ,Logistics,Logistics | New Delhi +34 other locations,142,4.5
Sunil Hitech Engineers,--,380, Nagpur ,Engineering & Construction,Engineering & Construction | Nagpur +29 other locations,142,3.6
Ambience Group,4,535, New Delhi ,Real Estate,Real Estate | New Delhi +12 other locations,142,3.1
Lokmanya Multipurpose Co-op Society,3,565, Pune ,Financial Services,Financial Services | Pune +25 other locations,142,3.7
Neverskip,--,383, Chennai ,Education & Training,Education & Training | Chennai +27 other locations,142,3.3
WWICS Group,--,410, Chandigarh ,Travel & Tourism,Travel & Tourism | Chandigarh +18 other locations,142,4.1
INDOASIAN,6,420, Noida ,Semiconductors,Semiconductors | Noida +31 other locations,142,4.0
Bando India,3,534, Bengaluru ,Auto Components,Auto Components | Bengaluru +12 other locations,142,3.4
Archidply Industries,4,427, New Delhi ,Furniture & Furnishing,Furniture & Furnishing | New Delhi +39 other locations,142,3.1
Aczet,--,545, Mumbai ,Electronics Manufacturing,Electronics Manufacturing | Mumbai +12 other locations,142,3.9
UNI Klinger,--,615, Pune ,Industrial Machinery,Industrial Machinery | Pune +10 other locations,142,3.6
Techved Consulting,--,435, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +7 other locations,142,3.9
Core Diagnostics,--,550, Gurugram ,Healthcare,Healthcare | Gurugram +20 other locations,142,2.9
Schbang,4,1.1k, Mumbai ,Marketing & Advertising,Marketing & Advertising | Mumbai +5 other locations,142,4.0
SurePrep,16,797, Mumbai ,Software Product,Software Product | Mumbai +4 other locations,142,3.9
UNI Klinger,--,615, Pune ,Industrial Machinery,Industrial Machinery | Pune +10 other locations,142,3.6
Techved Consulting,--,435, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +7 other locations,142,2.5
ApplyBoard,20,583, Gurugram ,Internet,Internet | Gurugram +9 other locations,142,4.5
Government of Delhi,--,696, New Delhi ,Government,Government | New Delhi +1 other locations,142,3.8
Ravi Infrabuild Projects,3,549, Udaipur ,Engineering & Construction,Engineering & Construction | Udaipur +24 other locations,142,3.1
yellow.ai,6,1.4k, Bengaluru ,Software Product,Software Product | Bengaluru +4 other locations,142,3.1
Lokmanya Multipurpose Co-op Society,3,565, Pune ,Financial Services,Financial Services | Pune +25 other locations,142,4.1
Reliance Group,--,612, Mumbai ,Other,Other | Mumbai +38 other locations,143,3.8
Rina India,1,509, Mumbai ,"Testing, Inspection and Certification (TIC)","Testing, Inspection and Certification (TIC) | Mumbai +34 other locations",142,2.6
Academor,--,161, Bengaluru ,Education & Training,Education & Training | Bengaluru +6 other locations,142,3.5
AL-SUWAIDI INDUSTRIAL SERVICES,--,254, Al Jubail ,Oil & Gas,Oil & Gas | Al Jubail +15 other locations,142,3.4
Kerry Ingredients,6,658, Bengaluru ,Food Processing,Food Processing | Bengaluru +17 other locations,142,3.0
Beekay Steel Industries,39,568, Kolkata ,Iron & Steel,Iron & Steel | Kolkata +14 other locations,142,3.1
Flynaut SaaS,--,385, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +8 other locations,142,2.7
Alteus Biogenics,--,433, Kolkata ,Pharma,Pharma | Kolkata +28 other locations,142,2.7
Redisolve Software,1,387, Chennai ,Software Product,Software Product | Chennai +8 other locations,142,3.1
Cubic Transportation Systems,71,1.1k, Hyderabad ,Software Product,Software Product | Hyderabad +3 other locations,142,3.8
IFortis Worldwide,--,97, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +10 other locations,142,4.6
Aster Medcity,--,523, Kochi ,Healthcare,Healthcare | Kochi +10 other locations,142,4.0
Multani Pharmaceuticals,--,456, New Delhi ,Pharma,Pharma | New Delhi +19 other locations,142,3.8
Houzeo,--,282,N/A,Thane +2 other locations,Thane +2 other locations,142,3.8
Antraweb Technologies,6,422, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +6 other locations,141,4.4
Kamlesh Kumar Singh Engineers,--,434, Panipat ,Engineering & Construction,Engineering & Construction | Panipat +20 other locations,141,4.0
National Oilwell Varco,6,554, Mumbai ,Oil & Gas,Oil & Gas | Mumbai +17 other locations,141,3.3
Disposafe Health And Life Care,2,658, Faridabad ,Medical Equipment,Medical Equipment | Faridabad +5 other locations,141,4.6
Indian School Finance Company,--,510, Hyderabad ,NBFC,NBFC | Hyderabad +38 other locations,141,4.0
KollegeApply,1,60, Gurugram ,EdTech,EdTech | Gurugram +3 other locations,141,3.7
IFGL Refractories,--,529, Rourkela ,Industrial Machinery,Industrial Machinery | Rourkela +25 other locations,141,4.1
Cooper-Standard Automotive,--,701, Chennai ,Auto Components,Auto Components | Chennai +12 other locations,141,3.7
Moving Picture Company,--,443, Bengaluru ,Media & Entertainment,Media & Entertainment | Bengaluru +15 other locations,141,4.2
Dantal Hydraulics,--,634, Gurugram ,Industrial Machinery,Industrial Machinery | Gurugram +10 other locations,141,4.1
Spinks Softech,--,614, Gurugram ,Auto Components,Auto Components | Gurugram +9 other locations,141,3.6
Bimbo Bakeries India,--,684, New Delhi ,FMCG,FMCG | New Delhi +18 other locations,141,3.1
BCForward,3,687, Hyderabad ,Internet,Internet | Hyderabad +4 other locations,141,3.5
Institutional Shareholder Services,5,1.2k, Mumbai ,Analytics & KPO,Analytics & KPO | Mumbai +6 other locations,141,4.2
Polestar Consulting,7,310, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +17 other locations,141,3.5
Yeshshree Press Comps,--,665, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +7 other locations,141,3.8
Antraweb Technologies,6,422, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +6 other locations,141,3.8
Houzeo,--,282,N/A,Thane +2 other locations,Thane +2 other locations,142,4.4
Kamlesh Kumar Singh Engineers,--,434, Panipat ,Engineering & Construction,Engineering & Construction | Panipat +20 other locations,141,4.1
Spinks Softech,--,614, Gurugram ,Auto Components,Auto Components | Gurugram +9 other locations,141,3.4
Akshara Enterprises,2,702, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +23 other locations,141,3.1
New India Co-Op Bank,--,624, Mumbai ,Banking,Banking | Mumbai +6 other locations,141,2.9
G7 CR Technologies,1,608, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +2 other locations,141,3.7
IFGL Refractories,--,529, Rourkela ,Industrial Machinery,Industrial Machinery | Rourkela +25 other locations,141,4.0
KollegeApply,1,60, Gurugram ,EdTech,EdTech | Gurugram +3 other locations,141,3.3
Disposafe Health And Life Care,2,658, Faridabad ,Medical Equipment,Medical Equipment | Faridabad +5 other locations,141,1.6
Future Market Insights,--,537, Pune ,Analytics & KPO,Analytics & KPO | Pune +1 other locations,141,3.5
Areteans,--,1.4k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +8 other locations,141,3.9
Hegde & Hegde Pharmaceutica,--,449, Mumbai ,Pharma,Pharma | Mumbai +38 other locations,141,3.6
Bimbo Bakeries India,--,684, New Delhi ,FMCG,FMCG | New Delhi +18 other locations,141,3.5
Yeshshree Press Comps,--,665, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +7 other locations,141,4.2
Polestar Consulting,7,310, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +17 other locations,141,3.1
BCForward,3,687, Hyderabad ,Internet,Internet | Hyderabad +4 other locations,141,3.5
Institutional Shareholder Services,5,1.2k, Mumbai ,Analytics & KPO,Analytics & KPO | Mumbai +6 other locations,141,3.0
Kearney,1,1.4k, Gurugram ,Management Consulting,Management Consulting | Gurugram +8 other locations,146,3.6
Sony Pictures Networks,--,900,N/A,Mumbai +19 other locations,Mumbai +19 other locations,151,3.0
Kearney,1,1.4k, Gurugram ,Management Consulting,Management Consulting | Gurugram +8 other locations,146,3.3
Rozana Rural Commerce Private Limited,--,374, New Delhi ,Internet,Internet | New Delhi +16 other locations,142,3.3
Smart Call Center Solutions,15,324, Kolkata ,BPO,BPO | Kolkata +8 other locations,141,3.6
Ajeet Seeds,--,497, Chhatrapati Sambhajinagar ,Agriculture,Agriculture | Chhatrapati Sambhajinagar +31 other locations,141,3.5
Proziod Analytics,25,365, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +4 other locations,141,4.2
Nesma Trading,--,233, Al Khobar ,Engineering & Construction,Engineering & Construction | Al Khobar +11 other locations,142,3.8
Hyundai Steel,--,774, Chennai ,Iron & Steel,Iron & Steel | Chennai +10 other locations,141,3.5
AIDA Cruises,--,209, Mumbai ,Travel & Tourism,Travel & Tourism | Mumbai +13 other locations,140,3.9
IIT Kanpur,1,545, Kanpur ,Education & Training,Education & Training | Kanpur +9 other locations,140,4.3
Global Consumer Products,--,344, Bengaluru ,FMCG,FMCG | Bengaluru +37 other locations,140,3.4
Premsons Motor Udyog,13,524, Ranchi ,Auto Components,Auto Components | Ranchi +8 other locations,140,3.8
Doctors for you,34,439, New Delhi ,Non-Profit,Non-Profit | New Delhi +41 other locations,140,4.0
